Round Number,Date,Location,Home Team,Away Team,Result
20,29/12/2018 15:00,Amex Stadium,Brighton,Everton,1 - 0
20,29/12/2018 15:00,Craven Cottage,Fulham,Huddersfield,1 - 0
20,29/12/2018 15:00,King Power Stadium,Leicester,Cardiff,0 - 1
20,29/12/2018 15:00,Tottenham Hotspur Stadium,Spurs,Wolves,1 - 3
20,29/12/2018 15:00,Vicarage Road,Watford,Newcastle,1 - 1
20,29/12/2018 17:30,Anfield,Liverpool,Arsenal,5 - 1
20,30/12/2018 12:00,Selhurst Park,Crystal Palace,Chelsea,0 - 1
20,30/12/2018 14:15,Turf Moor,Burnley,West Ham,2 - 0
20,30/12/2018 14:15,St. Mary's Stadium,Southampton,Man City,1 - 3
20,30/12/2018 16:30,Old Trafford,Man Utd,Bournemouth,4 - 1
21,01/01/2019 12:30,Goodison Park,Everton,Leicester,0 - 1
21,01/01/2019 15:00,Emirates Stadium,Arsenal,Fulham,4 - 1
21,01/01/2019 17:30,Cardiff City Stadium,Cardiff,Spurs,0 - 3
21,02/01/2019 19:45,Vitality Stadium,Bournemouth,Watford,3 - 3
21,02/01/2019 19:45,Stamford Bridge,Chelsea,Southampton,0 - 0
21,02/01/2019 19:45,John Smith's Stadium,Huddersfield,Burnley,1 - 2
21,02/01/2019 19:45,London Stadium,West Ham,Brighton,2 - 2
21,02/01/2019 19:45,Molineux Stadium,Wolves,Crystal Palace,0 - 2
21,02/01/2019 20:00,St. James' Park,Newcastle,Man Utd,0 - 2
21,03/01/2019 20:00,Etihad Stadium,Man City,Liverpool,2 - 1
22,12/01/2019 12:30,London Stadium,West Ham,Arsenal,1 - 0
22,12/01/2019 15:00,Amex Stadium,Brighton,Liverpool,0 - 1
22,12/01/2019 15:00,Turf Moor,Burnley,Fulham,2 - 1
22,12/01/2019 15:00,Cardiff City Stadium,Cardiff,Huddersfield,0 - 0
22,12/01/2019 15:00,Selhurst Park,Crystal Palace,Watford,1 - 2
22,12/01/2019 15:00,King Power Stadium,Leicester,Southampton,1 - 2
22,12/01/2019 17:30,Stamford Bridge,Chelsea,Newcastle,2 - 1
22,13/01/2019 14:15,Goodison Park,Everton,Bournemouth,2 - 0
22,13/01/2019 16:03,Tottenham Hotspur Stadium,Spurs,Man Utd,0 - 1
22,14/01/2019 20:00,Etihad Stadium,Man City,Wolves,3 - 0
23,19/01/2019 12:30,Molineux Stadium,Wolves,Leicester,4 - 3
23,19/01/2019 15:00,Vitality Stadium,Bournemouth,West Ham,2 - 0
23,19/01/2019 15:00,Anfield,Liverpool,Crystal Palace,4 - 3
23,19/01/2019 15:00,Old Trafford,Man Utd,Brighton,2 - 1
23,19/01/2019 15:00,St. James' Park,Newcastle,Cardiff,3 - 0
23,19/01/2019 15:00,St. Mary's Stadium,Southampton,Everton,2 - 1
23,19/01/2019 15:00,Vicarage Road,Watford,Burnley,0 - 0
23,19/01/2019 17:30,Emirates Stadium,Arsenal,Chelsea,2 - 0
23,20/01/2019 13:30,John Smith's Stadium,Huddersfield,Man City,0 - 3
23,20/01/2019 16:00,Craven Cottage,Fulham,Spurs,1 - 2
24,29/01/2019 19:45,Emirates Stadium,Arsenal,Cardiff,2 - 1
24,29/01/2019 19:45,Craven Cottage,Fulham,Brighton,4 - 2
24,29/01/2019 19:45,John Smith's Stadium,Huddersfield,Everton,0 - 1
24,29/01/2019 19:45,Molineux Stadium,Wolves,West Ham,3 - 0
24,29/01/2019 20:00,Old Trafford,Man Utd,Burnley,2 - 2
24,29/01/2019 20:00,St. James' Park,Newcastle,Man City,2 - 1
24,30/01/2019 19:45,Vitality Stadium,Bournemouth,Chelsea,4 - 0
24,30/01/2019 19:45,St. Mary's Stadium,Southampton,Crystal Palace,1 - 1
24,30/01/2019 20:00,Anfield,Liverpool,Leicester,1 - 1
24,30/01/2019 20:00,Tottenham Hotspur Stadium,Spurs,Watford,2 - 1
25,02/02/2019 12:30,Tottenham Hotspur Stadium,Spurs,Newcastle,1 - 0
25,02/02/2019 15:00,Amex Stadium,Brighton,Watford,0 - 0
25,02/02/2019 15:00,Turf Moor,Burnley,Southampton,1 - 1
25,02/02/2019 15:00,Stamford Bridge,Chelsea,Huddersfield,5 - 0
25,02/02/2019 15:00,Selhurst Park,Crystal Palace,Fulham,2 - 0
25,02/02/2019 15:00,Goodison Park,Everton,Wolves,1 - 3
25,02/02/2019 17:30,Cardiff City Stadium,Cardiff,Bournemouth,2 - 0
25,03/02/2019 14:05,King Power Stadium,Leicester,Man Utd,0 - 1
25,03/02/2019 16:30,Etihad Stadium,Man City,Arsenal,3 - 1
25,04/02/2019 20:00,London Stadium,West Ham,Liverpool,1 - 1
26,06/02/2019 19:45,Goodison Park,Everton,Man City,0 - 2
26,09/02/2019 12:30,Craven Cottage,Fulham,Man Utd,0 - 3
26,09/02/2019 15:00,Selhurst Park,Crystal Palace,West Ham,1 - 1
26,09/02/2019 15:00,John Smith's Stadium,Huddersfield,Arsenal,1 - 2
26,09/02/2019 15:00,Anfield,Liverpool,Bournemouth,3 - 0
26,09/02/2019 15:00,St. Mary's Stadium,Southampton,Cardiff,1 - 2
26,09/02/2019 15:00,Vicarage Road,Watford,Everton,1 - 0
26,09/02/2019 17:30,Amex Stadium,Brighton,Burnley,1 - 3
26,10/02/2019 13:30,Tottenham Hotspur Stadium,Spurs,Leicester,3 - 1
26,10/02/2019 16:00,Etihad Stadium,Man City,Chelsea,6 - 0
26,11/02/2019 20:00,Molineux Stadium,Wolves,Newcastle,1 - 1
27,22/02/2019 19:45,Cardiff City Stadium,Cardiff,Watford,1 - 5
27,22/02/2019 19:45,London Stadium,West Ham,Fulham,3 - 1
27,23/02/2019 12:30,Turf Moor,Burnley,Spurs,2 - 1
27,23/02/2019 15:00,Vitality Stadium,Bournemouth,Wolves,1 - 1
27,23/02/2019 15:00,St. James' Park,Newcastle,Huddersfield,2 - 0
27,23/02/2019 17:30,King Power Stadium,Leicester,Crystal Palace,1 - 4
27,24/02/2019 14:05,Emirates Stadium,Arsenal,Southampton,2 - 0
27,24/02/2019 14:05,Old Trafford,Man Utd,Liverpool,0 - 0
28,26/02/2019 19:45,Cardiff City Stadium,Cardiff,Everton,0 - 3
28,26/02/2019 19:45,John Smith's Stadium,Huddersfield,Wolves,1 - 0
28,26/02/2019 19:45,King Power Stadium,Leicester,Brighton,2 - 1
28,26/02/2019 20:00,St. James' Park,Newcastle,Burnley,2 - 0
28,27/02/2019 19:45,Emirates Stadium,Arsenal,Bournemouth,5 - 1
28,27/02/2019 19:45,St. Mary's Stadium,Southampton,Fulham,2 - 0
28,27/02/2019 20:00,Selhurst Park,Crystal Palace,Man Utd,1 - 3
28,27/02/2019 20:00,Stamford Bridge,Chelsea,Spurs,2 - 0
28,27/02/2019 20:00,Anfield,Liverpool,Watford,5 - 0
28,27/02/2019 20:00,Etihad Stadium,Man City,West Ham,1 - 0
29,02/03/2019 12:30,Tottenham Hotspur Stadium,Spurs,Arsenal,1 - 1
29,02/03/2019 15:00,Vitality Stadium,Bournemouth,Man City,0 - 1
29,02/03/2019 15:00,Amex Stadium,Brighton,Huddersfield,1 - 0
29,02/03/2019 15:00,Turf Moor,Burnley,Crystal Palace,1 - 3
29,02/03/2019 15:00,Old Trafford,Man Utd,Southampton,3 - 2
29,02/03/2019 15:00,Molineux Stadium,Wolves,Cardiff,2 - 0
29,02/03/2019 17:30,London Stadium,West Ham,Newcastle,2 - 0
29,03/03/2019 12:00,Vicarage Road,Watford,Leicester,2 - 1
29,03/03/2019 14:05,Craven Cottage,Fulham,Chelsea,1 - 2
29,03/03/2019 16:15,Goodison Park,Everton,Liverpool,0 - 0
30,09/03/2019 12:30,Selhurst Park,Crystal Palace,Brighton,1 - 2
30,09/03/2019 15:00,Cardiff City Stadium,Cardiff,West Ham,2 - 0
30,09/03/2019 15:00,John Smith's Stadium,Huddersfield,Bournemouth,0 - 2
30,09/03/2019 15:00,King Power Stadium,Leicester,Fulham,3 - 1
30,09/03/2019 15:00,St. James' Park,Newcastle,Everton,3 - 2
30,09/03/2019 15:00,St. Mary's Stadium,Southampton,Spurs,2 - 1
30,09/03/2019 17:30,Etihad Stadium,Man City,Watford,3 - 1
30,10/03/2019 12:00,Anfield,Liverpool,Burnley,4 - 2
30,10/03/2019 14:05,Stamford Bridge,Chelsea,Wolves,1 - 1
30,10/03/2019 16:30,Emirates Stadium,Arsenal,Man Utd,2 - 0
31,16/03/2019 15:00,Vitality Stadium,Bournemouth,Newcastle,2 - 2
31,16/03/2019 15:00,Turf Moor,Burnley,Leicester,1 - 2
31,16/03/2019 15:00,London Stadium,West Ham,Huddersfield,4 - 3
31,17/03/2019 14:15,Craven Cottage,Fulham,Liverpool,1 - 2
31,17/03/2019 16:30,Goodison Park,Everton,Chelsea,2 - 0
32,30/03/2019 12:30,Craven Cottage,Fulham,Man City,0 - 2
32,30/03/2019 15:00,Amex Stadium,Brighton,Southampton,0 - 1
32,30/03/2019 15:00,Turf Moor,Burnley,Wolves,2 - 0
32,30/03/2019 15:00,Selhurst Park,Crystal Palace,Huddersfield,2 - 0
32,30/03/2019 15:00,King Power Stadium,Leicester,Bournemouth,2 - 0
32,30/03/2019 15:00,Old Trafford,Man Utd,Watford,2 - 1
32,30/03/2019 17:30,London Stadium,West Ham,Everton,0 - 2
32,31/03/2019 14:05,Cardiff City Stadium,Cardiff,Chelsea,1 - 2
32,31/03/2019 16:30,Anfield,Liverpool,Spurs,2 - 1
32,01/04/2019 20:00,Emirates Stadium,Arsenal,Newcastle,2 - 0
32,02/04/2019 19:45,Vicarage Road,Watford,Fulham,4 - 1
32,02/04/2019 19:45,Molineux Stadium,Wolves,Man Utd,2 - 1
32,03/04/2019 19:45,Stamford Bridge,Chelsea,Brighton,3 - 0
32,03/04/2019 19:45,Tottenham Hotspur Stadium,Spurs,Crystal Palace,2 - 0
32,03/04/2019 19:45,Etihad Stadium,Man City,Cardiff,2 - 0
33,05/04/2019 20:00,St. Mary's Stadium,Southampton,Liverpool,1 - 3
33,06/04/2019 15:00,Vitality Stadium,Bournemouth,Burnley,1 - 3
33,06/04/2019 15:00,John Smith's Stadium,Huddersfield,Leicester,1 - 4
33,06/04/2019 15:00,St. James' Park,Newcastle,Crystal Palace,0 - 1
33,07/04/2019 14:05,Goodison Park,Everton,Arsenal,1 - 0
33,08/04/2019 20:00,Stamford Bridge,Chelsea,West Ham,2 - 0
34,12/04/2019 20:00,King Power Stadium,Leicester,Newcastle,0 - 1
34,13/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,Huddersfield,4 - 0
34,13/04/2019 15:00,Amex Stadium,Brighton,Bournemouth,0 - 5
34,13/04/2019 15:00,Turf Moor,Burnley,Cardiff,2 - 0
34,13/04/2019 15:00,Craven Cottage,Fulham,Everton,2 - 0
34,13/04/2019 15:00,St. Mary's Stadium,Southampton,Wolves,3 - 1
34,13/04/2019 17:30,Old Trafford,Man Utd,West Ham,2 - 1
34,14/04/2019 14:05,Selhurst Park,Crystal Palace,Man City,1 - 3
34,14/04/2019 16:30,Anfield,Liverpool,Chelsea,2 - 0
34,15/04/2019 20:00,Vicarage Road,Watford,Arsenal,0 - 1
34,16/04/2019 19:45,Amex Stadium,Brighton,Cardiff,0 - 2
35,20/04/2019 12:30,Etihad Stadium,Man City,Spurs,1 - 0
35,20/04/2019 15:00,Vitality Stadium,Bournemouth,Fulham,0 - 1
35,20/04/2019 15:00,John Smith's Stadium,Huddersfield,Watford,1 - 2
35,20/04/2019 15:00,London Stadium,West Ham,Leicester,2 - 2
35,20/04/2019 15:00,Molineux Stadium,Wolves,Brighton,0 - 0
35,20/04/2019 17:30,St. James' Park,Newcastle,Southampton,3 - 1
35,21/04/2019 13:30,Goodison Park,Everton,Man Utd,4 - 0
35,21/04/2019 16:00,Emirates Stadium,Arsenal,Crystal Palace,2 - 3
35,21/04/2019 16:00,Cardiff City Stadium,Cardiff,Liverpool,0 - 2
35,22/04/2019 20:00,Stamford Bridge,Chelsea,Burnley,2 - 2
35,23/04/2019 19:45,Vicarage Road,Watford,Southampton,1 - 1
35,23/04/2019 19:45,Tottenham Hotspur Stadium,Spurs,Brighton,1 - 0
35,24/04/2019 19:45,Molineux Stadium,Wolves,Arsenal,3 - 1
35,24/04/2019 20:00,Old Trafford,Man Utd,Man City,0 - 2
36,26/04/2019 20:00,Anfield,Liverpool,Huddersfield,5 - 0
36,27/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,West Ham,0 - 1
36,27/04/2019 15:00,Selhurst Park,Crystal Palace,Everton,0 - 0
36,27/04/2019 15:00,Craven Cottage,Fulham,Cardiff,1 - 0
36,27/04/2019 15:00,St. Mary's Stadium,Southampton,Bournemouth,3 - 3
36,27/04/2019 15:00,Vicarage Road,Watford,Wolves,1 - 2
36,27/04/2019 17:30,Amex Stadium,Brighton,Newcastle,1 - 1
36,28/04/2019 12:00,King Power Stadium,Leicester,Arsenal,3 - 0
36,28/04/2019 14:05,Turf Moor,Burnley,Man City,0 - 1
36,28/04/2019 16:30,Old Trafford,Man Utd,Chelsea,1 - 1
37,03/05/2019 20:00,Goodison Park,Everton,Burnley,2 - 0
37,04/05/2019 12:30,Vitality Stadium,Bournemouth,Spurs,1 - 0
37,04/05/2019 15:00,London Stadium,West Ham,Southampton,3 - 0
37,04/05/2019 15:00,Molineux Stadium,Wolves,Fulham,1 - 0
37,04/05/2019 17:30,Cardiff City Stadium,Cardiff,Crystal Palace,2 - 3
37,04/05/2019 19:45,St. James' Park,Newcastle,Liverpool,2 - 3
37,05/05/2019 14:00,Stamford Bridge,Chelsea,Watford,3 - 0
37,05/05/2019 14:00,John Smith's Stadium,Huddersfield,Man Utd,1 - 1
37,05/05/2019 16:30,Emirates Stadium,Arsenal,Brighton,1 - 1
37,06/05/2019 20:00,Etihad Stadium,Man City,Leicester,1 - 0
38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,1 - 4
38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,1 - 3
38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,5 - 3
38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,0 - 4
38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,0 - 0
38,12/05/2019 15:00,Anfield,Liverpool,Wolves,2 - 0
38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,0 - 2
38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,1 - 1
38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,2 - 2
38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,1 - 4
